canvassim,15a           ,15a-charge      ,15b-charge,15b,21-1,21-2,43-charge,43,55-charge,55,65,70-charge,70,78a-charge,78a,78b-charge,78b,80,81-charge,81,82,83,84,85-1,85-2,85-3,86,96-charge,96,97-charge,97,98-charge,98,99-charge,99,100-charge,100,101-charge,101,102-charge,102,103-charge,103,104-charge,104,105-charge,105,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26-charge,CheCOSP26,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R-charge,CheCOSP30-R,CheCOSP31,CheCOSP32,CheCOSP33-R-charge,CheCOSP33-R,CheCOSP34,CheCOSP35-charge,CheCOSP35,CheCOSP36-R-1,CheCOSP36-R,CheCOSP37,CheCOSP38-charge,CheCOSP38,CheCOSP39,CheCOSP40-charge,CheCOSP40,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54-charge,CheCOSP54,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP57,CheCOSP58-R-1,CheCOSP58-R,CheCOSP59-charge,CheCOSP59,CheCOSP60,CheCOSP61,CheCOSP62-charge,CheCOSP62,CheCOSP63,CheCOSP64-1,CheCOSP64,DHN1           ,DHN2           ,goniothalamin ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  
CheCOSP59,0.509091,0.482759,0.482759,0.509091,0.5,0.491525,0.444444,0.466667,0.5,0.517857,0.482759,0.526316,0.545455,0.517857,0.537037,0.517857,0.537037,0.566038,0.538462,0.518519,0.566038,0.482759,0.466667,0.508475,0.508475,0.535714,0.436364,0.483871,0.508475,0.483871,0.508475,0.491803,0.517241,0.447761,0.46875,0.482759,0.509091,0.448276,0.472727,0.448276,0.472727,0.448276,0.472727,0.474576,0.5,0.474576,0.5,0.381818,0.372549,0.536585,0.44186,0.487805,0.395349,0.462963,0.425926,0.425926,0.411765,0.372549,0.372549,0.462963,0.425926,0.462963,0.425926,0.488372,0.45098,0.411765,0.462963,0.47619,0.488889,0.543478,0.847826,0.951219,0.77551,0.714286,0.363636,0.660377,0.729167,0.382979,0.692308,0.568627,0.568627,0.543478,0.660714,0.74,0.655172,0.633333,0.5,0.840909,0.770833,0.622222,0.822222,0.755102,0.692308,0.553571,0.561404,0.411765,0.462963,0.444444,0.444444,0.444444,0.444444,0.444444,0.444444,0.5,0.5,0.482759,0.482759,0.44186,0.4,0.847826,0.951219,0.684211,0.661017,0.888889,1,0.8125,0.72,0.787234,0.880952,0.418182,0.678571,0.690909,0.403509,0.490566,0.2,0.45,0.45,0.4375,0.482759,0.482759,0.482759,0.338462,0.354839,0.354839
CheCOSP60,0.578947,0.603448,0.603448,0.578947,0.59322,0.583333,0.555556,0.532258,0.62069,0.586207,0.576271,0.649123,0.614035,0.642857,0.607143,0.642857,0.607143,0.730769,0.581818,0.618182,0.698113,0.603448,0.583333,0.627119,0.627119,0.603448,0.563636,0.596774,0.57377,0.596774,0.57377,0.606557,0.583333,0.552239,0.530303,0.603448,0.578947,0.568965,0.54386,0.568965,0.54386,0.568965,0.54386,0.59322,0.568965,0.59322,0.568965,0.431034,0.350877,0.458333,0.408163,0.416667,0.367347,0.482759,0.448276,0.448276,0.385965,0.350877,0.350877,0.482759,0.448276,0.482759,0.448276,0.44898,0.421053,0.385965,0.482759,0.4375,0.45098,0.5,0.877551,0.77551,0.958333,0.596491,0.34,0.792453,0.730769,0.384615,0.862745,0.641509,0.611111,0.471698,0.694915,0.62069,0.716667,0.721311,0.54717,0.72549,0.803922,0.568627,0.711538,0.788462,0.862745,0.62069,0.627119,0.385965,0.482759,0.465517,0.465517,0.465517,0.465517,0.465517,0.465517,0.542373,0.542373,0.52459,0.5,0.408163,0.372549,0.877551,0.77551,0.745763,0.75,0.916667,0.8125,1,0.897959,0.82,0.72,0.440678,0.711864,0.724138,0.42623,0.457627,0.173077,0.540984,0.540984,0.5,0.430769,0.576271,0.576271,0.342857,0.421875,0.4
CheCOSP61,0.534483,0.559322,0.559322,0.534483,0.55,0.540984,0.515625,0.492063,0.576271,0.542373,0.533333,0.603448,0.568965,0.596491,0.561404,0.596491,0.561404,0.679245,0.535714,0.571429,0.648148,0.559322,0.540984,0.583333,0.583333,0.559322,0.517857,0.555556,0.532258,0.555556,0.532258,0.644068,0.62069,0.584615,0.5625,0.559322,0.534483,0.578947,0.553571,0.578947,0.553571,0.578947,0.553571,0.55,0.525424,0.55,0.525424,0.413793,0.310345,0.4375,0.387755,0.367347,0.32,0.465517,0.40678,0.40678,0.368421,0.310345,0.310345,0.465517,0.40678,0.465517,0.40678,0.4,0.37931,0.368421,0.465517,0.36,0.431373,0.480769,0.857143,0.755102,0.9375,0.578947,0.404255,0.773585,0.711538,0.339623,0.807692,0.622642,0.592593,0.45283,0.677966,0.603448,0.7,0.704918,0.528302,0.673077,0.75,0.54902,0.660377,0.735849,0.807692,0.603448,0.610169,0.368421,0.465517,0.448276,0.448276,0.448276,0.448276,0.448276,0.448276,0.525424,0.525424,0.508197,0.483871,0.36,0.326923,0.82,0.72,0.672131,0.677419,0.82,0.72,0.897959,1,0.914894,0.808511,0.473684,0.694915,0.706897,0.387097,0.416667,0.176471,0.52459,0.52459,0.484848,0.415385,0.559322,0.559322,0.309859,0.40625,0.384615
CheCOSP62-charge,0.5,0.525424,0.525424,0.5,0.542373,0.533333,0.484375,0.460317,0.542373,0.508475,0.525424,0.568965,0.534483,0.561404,0.526316,0.561404,0.526316,0.611111,0.527273,0.563636,0.611111,0.525424,0.508197,0.55,0.55,0.525424,0.482143,0.52381,0.5,0.52381,0.5,0.610169,0.586207,0.553846,0.53125,0.525424,0.5,0.54386,0.517857,0.54386,0.517857,0.54386,0.517857,0.516667,0.491525,0.516667,0.491525,0.403509,0.321429,0.456522,0.404255,0.382979,0.333333,0.45614,0.396552,0.396552,0.381818,0.321429,0.321429,0.45614,0.396552,0.45614,0.396552,0.416667,0.392857,0.381818,0.45614,0.375,0.44898,0.5,0.934783,0.826087,0.857143,0.62963,0.422222,0.735849,0.705882,0.352941,0.735849,0.615385,0.584906,0.470588,0.732143,0.654545,0.724138,0.7,0.519231,0.734694,0.816327,0.571429,0.72,0.8,0.735849,0.596491,0.603448,0.381818,0.45614,0.438596,0.438596,0.438596,0.438596,0.438596,0.438596,0.517241,0.517241,0.5,0.47541,0.375,0.34,0.893617,0.787234,0.694915,0.672131,0.893617,0.787234,0.82,0.914894,1,0.886364,0.464286,0.719298,0.763636,0.377049,0.45614,0.183673,0.516667,0.516667,0.5,0.428571,0.551724,0.551724,0.318841,0.375,0.396825
CheCOSP62,0.464286,0.440678,0.440678,0.464286,0.457627,0.45,0.40625,0.42623,0.457627,0.473684,0.440678,0.482759,0.5,0.473684,0.490909,0.473684,0.490909,0.518519,0.490566,0.472727,0.518519,0.440678,0.42623,0.466667,0.466667,0.491228,0.392857,0.444444,0.466667,0.444444,0.466667,0.525424,0.553571,0.476923,0.5,0.440678,0.464286,0.45614,0.481481,0.45614,0.481481,0.45614,0.481481,0.433333,0.45614,0.433333,0.45614,0.363636,0.326923,0.512195,0.418605,0.428571,0.340909,0.444444,0.381818,0.381818,0.392157,0.326923,0.326923,0.444444,0.381818,0.444444,0.381818,0.431818,0.403846,0.392157,0.444444,0.386364,0.466667,0.521739,0.826087,0.926829,0.755102,0.693878,0.439024,0.641509,0.708333,0.333333,0.641509,0.54902,0.54902,0.521739,0.642857,0.72,0.637931,0.616667,0.48,0.777778,0.714286,0.6,0.76087,0.7,0.641509,0.535714,0.54386,0.392157,0.444444,0.425926,0.425926,0.425926,0.425926,0.425926,0.425926,0.482143,0.482143,0.465517,0.465517,0.386364,0.347826,0.787234,0.880952,0.610169,0.590164,0.787234,0.880952,0.72,0.808511,0.886364,1,0.45283,0.660714,0.672727,0.362069,0.444444,0.204545,0.433333,0.433333,0.421875,0.465517,0.465517,0.465517,0.30303,0.33871,0.33871
CheCOSP63,0.285714,0.3125,0.3125,0.285714,0.307692,0.323077,0.289855,0.264706,0.328125,0.31746,0.292308,0.349206,0.360656,0.33871,0.35,0.33871,0.35,0.285714,0.258065,0.269841,0.306452,0.333333,0.34375,0.318182,0.318182,0.292308,0.327586,0.323529,0.298507,0.323529,0.298507,0.390625,0.365079,0.338028,0.314286,0.3125,0.285714,0.301587,0.274194,0.301587,0.274194,0.301587,0.274194,0.328125,0.301587,0.328125,0.301587,0.321429,0.658537,0.487805,0.5,0.404762,0.414634,0.925,0.829268,0.829268,0.75,0.658537,0.658537,0.925,0.829268,0.925,0.829268,0.409091,0.636364,0.75,0.925,0.463415,0.585366,0.604651,0.45614,0.444444,0.465517,0.438596,0.526316,0.563636,0.528302,0.431818,0.409836,0.659574,0.659574,0.642857,0.421875,0.393443,0.492063,0.52381,0.780488,0.385965,0.40678,0.510638,0.37931,0.4,0.409836,0.574074,0.581818,0.75,0.925,0.853659,0.853659,0.853659,0.853659,0.853659,0.853659,0.782609,0.782609,0.787234,0.787234,0.463415,0.418605,0.431034,0.418182,0.46875,0.5,0.431034,0.418182,0.440678,0.473684,0.464286,0.45283,1,0.483871,0.444444,0.56,0.350877,0.268293,0.231884,0.231884,0.285714,0.253731,0.253731,0.253731,0.416667,0.344262,0.344262
CheCOSP64-1,0.539683,0.587302,0.587302,0.539683,0.603175,0.59375,0.544118,0.5,0.603175,0.571429,0.612903,0.629032,0.596774,0.596774,0.564516,0.596774,0.564516,0.590164,0.566667,0.6,0.616667,0.612903,0.59375,0.634921,0.634921,0.587302,0.55,0.558824,0.514706,0.58209,0.537313,0.590909,0.545455,0.541667,0.5,0.587302,0.539683,0.555556,0.507937,0.555556,0.507937,0.555556,0.507937,0.603175,0.555556,0.578125,0.53125,0.428571,0.354839,0.425926,0.407407,0.363636,0.345455,0.52459,0.467742,0.467742,0.409836,0.354839,0.354839,0.52459,0.467742,0.52459,0.467742,0.418182,0.419355,0.409836,0.52459,0.381818,0.472727,0.491228,0.767857,0.709091,0.741379,0.661017,0.345455,0.7,0.672414,0.362069,0.645161,0.649123,0.62069,0.465517,0.754098,0.683333,0.803279,0.806452,0.561404,0.637931,0.677966,0.526316,0.627119,0.666667,0.645161,0.683333,0.745763,0.409836,0.52459,0.508197,0.508197,0.508197,0.508197,0.508197,0.508197,0.580645,0.580645,0.587302,0.5625,0.381818,0.350877,0.736842,0.678571,0.774194,0.777778,0.736842,0.678571,0.711864,0.694915,0.719298,0.660714,0.483871,1,0.945455,0.446154,0.430769,0.152542,0.442857,0.442857,0.514286,0.449275,0.470588,0.470588,0.383562,0.361111,0.4
CheCOSP64,0.548387,0.596774,0.596774,0.548387,0.612903,0.603175,0.552239,0.507463,0.612903,0.580645,0.622951,0.639344,0.606557,0.606557,0.57377,0.606557,0.57377,0.6,0.576271,0.610169,0.627119,0.622951,0.603175,0.645161,0.645161,0.596774,0.559322,0.567164,0.522388,0.567164,0.522388,0.6,0.553846,0.549296,0.507042,0.596774,0.548387,0.564516,0.516129,0.564516,0.516129,0.564516,0.516129,0.587302,0.539683,0.587302,0.539683,0.412698,0.33871,0.433962,0.388889,0.37037,0.327273,0.483871,0.428571,0.428571,0.393443,0.33871,0.33871,0.483871,0.428571,0.483871,0.428571,0.4,0.403226,0.393443,0.483871,0.363636,0.454545,0.5,0.814815,0.722222,0.754386,0.672414,0.327273,0.683333,0.655172,0.344828,0.655738,0.603448,0.576271,0.473684,0.79661,0.694915,0.816667,0.790323,0.517241,0.649123,0.719298,0.535714,0.637931,0.706897,0.655738,0.639344,0.7,0.393443,0.483871,0.467742,0.467742,0.467742,0.467742,0.467742,0.467742,0.539683,0.539683,0.546875,0.523077,0.363636,0.333333,0.781818,0.690909,0.786885,0.761905,0.781818,0.690909,0.724138,0.706897,0.763636,0.672727,0.444444,0.945455,1,0.430769,0.4375,0.155172,0.470588,0.470588,0.544118,0.455882,0.5,0.5,0.369863,0.366197,0.426471
DHN1           ,0.509091,0.508772,0.508772,0.509091,0.5,0.491525,0.467742,0.466667,0.5,0.517857,0.457627,0.45,0.465517,0.465517,0.482143,0.465517,0.482143,0.45614,0.428571,0.413793,0.482143,0.482759,0.491525,0.483333,0.483333,0.482759,0.490566,0.483871,0.483333,0.483871,0.483333,0.491803,0.491525,0.405797,0.402985,0.508772,0.509091,0.473684,0.472727,0.473684,0.472727,0.473684,0.472727,0.526316,0.527273,0.526316,0.527273,0.433962,0.555556,0.369565,0.347826,0.386364,0.363636,0.612245,0.638298,0.638298,0.531915,0.555556,0.555556,0.612245,0.638298,0.612245,0.638298,0.333333,0.510204,0.531915,0.612245,0.347826,0.456522,0.479167,0.416667,0.403509,0.42623,0.4,0.276596,0.491525,0.45614,0.444444,0.491525,0.509434,0.509434,0.44898,0.430769,0.403226,0.454545,0.484848,0.530612,0.472727,0.491228,0.351852,0.464286,0.482759,0.491525,0.5,0.508475,0.531915,0.612245,0.625,0.625,0.625,0.625,0.625,0.625,0.584906,0.584906,0.653846,0.653846,0.347826,0.340426,0.416667,0.403509,0.454545,0.484848,0.416667,0.403509,0.42623,0.387097,0.377049,0.362069,0.56,0.446154,0.430769,1,0.680851,0.317073,0.298507,0.298507,0.352941,0.323077,0.30303,0.30303,0.673077,0.377049,0.333333
DHN2           ,0.54717,0.517857,0.517857,0.54717,0.482759,0.474576,0.47541,0.5,0.508772,0.527273,0.465517,0.457627,0.473684,0.473684,0.490909,0.473684,0.490909,0.490909,0.462963,0.446429,0.490909,0.440678,0.42623,0.466667,0.466667,0.491228,0.444444,0.516667,0.54386,0.516667,0.54386,0.47541,0.5,0.411765,0.430769,0.517857,0.54717,0.482143,0.509434,0.482143,0.509434,0.482143,0.509434,0.535714,0.566038,0.535714,0.566038,0.442308,0.4375,0.377778,0.355556,0.395349,0.372093,0.392857,0.407407,0.407407,0.42,0.4375,0.4375,0.392857,0.407407,0.392857,0.407407,0.431818,0.489796,0.42,0.392857,0.355556,0.404255,0.4,0.5,0.490566,0.457627,0.431034,0.282609,0.45,0.464286,0.454545,0.526316,0.410714,0.410714,0.346154,0.460317,0.457627,0.461538,0.447761,0.37037,0.568627,0.584906,0.384615,0.557692,0.574074,0.526316,0.433333,0.442623,0.42,0.392857,0.4,0.4,0.4,0.4,0.4,0.4,0.431034,0.431034,0.465517,0.465517,0.355556,0.377778,0.5,0.490566,0.461538,0.447761,0.5,0.490566,0.457627,0.416667,0.45614,0.444444,0.350877,0.430769,0.4375,0.680851,1,0.325,0.387097,0.387097,0.378788,0.370968,0.370968,0.370968,0.653846,0.383333,0.33871
goniothalamin ,0.266667,0.25,0.25,0.266667,0.196078,0.192308,0.226415,0.24,0.244898,0.255319,0.2,0.244898,0.255319,0.255319,0.266667,0.255319,0.266667,0.212766,0.2,0.191489,0.212766,0.22449,0.215686,0.211538,0.211538,0.22449,0.232558,0.269231,0.285714,0.245283,0.26,0.226415,0.24,0.20339,0.214286,0.25,0.266667,0.26087,0.27907,0.26087,0.27907,0.26087,0.27907,0.244898,0.26087,0.270833,0.288889,0.282051,0.333333,0.275862,0.241379,0.346154,0.307692,0.261905,0.307692,0.307692,0.277778,0.333333,0.333333,0.261905,0.307692,0.261905,0.307692,0.225806,0.263158,0.277778,0.261905,0.241379,0.242424,0.363636,0.18,0.2,0.173077,0.234043,0.259259,0.192308,0.212766,0.444444,0.265306,0.227273,0.227273,0.285714,0.175439,0.196078,0.166667,0.16129,0.25641,0.27907,0.255319,0.236842,0.302326,0.276596,0.265306,0.196078,0.188679,0.277778,0.261905,0.268293,0.268293,0.268293,0.268293,0.268293,0.268293,0.234043,0.234043,0.22449,0.22449,0.241379,0.233333,0.18,0.2,0.166667,0.16129,0.18,0.2,0.173077,0.176471,0.183673,0.204545,0.268293,0.152542,0.155172,0.317073,0.325,1,0.22,0.22,0.222222,0.25,0.22449,0.22449,0.270833,0.183673,0.183673
LA1011-1        ,0.525424,0.55,0.55,0.525424,0.59322,0.583333,0.507692,0.484375,0.540984,0.508197,0.603448,0.59322,0.559322,0.586207,0.551724,0.586207,0.551724,0.578947,0.5,0.534483,0.578947,0.55,0.532258,0.57377,0.57377,0.55,0.457627,0.65,0.627119,0.622951,0.6,0.484848,0.461538,0.485714,0.463768,0.55,0.525424,0.542373,0.517241,0.542373,0.517241,0.542373,0.517241,0.540984,0.516667,0.566667,0.542373,0.431034,0.222222,0.22807,0.189655,0.236364,0.196429,0.246377,0.253731,0.253731,0.215385,0.222222,0.222222,0.246377,0.253731,0.246377,0.253731,0.245614,0.265625,0.215385,0.246377,0.189655,0.233333,0.3,0.533333,0.45,0.540984,0.444444,0.155172,0.439394,0.40625,0.285714,0.610169,0.318182,0.298507,0.21875,0.5625,0.492063,0.492754,0.478873,0.261538,0.517241,0.586207,0.311475,0.534483,0.603448,0.610169,0.323944,0.352113,0.215385,0.246377,0.231884,0.231884,0.231884,0.231884,0.231884,0.231884,0.3,0.3,0.273973,0.256757,0.210526,0.25,0.559322,0.474576,0.492754,0.478873,0.533333,0.45,0.540984,0.52459,0.516667,0.433333,0.231884,0.442857,0.470588,0.298507,0.387097,0.22,1,1,0.833333,0.754717,0.9375,0.9375,0.342857,0.3,0.358209
LA1011-2       ,0.525424,0.55,0.55,0.525424,0.59322,0.583333,0.507692,0.484375,0.540984,0.508197,0.603448,0.59322,0.559322,0.586207,0.551724,0.586207,0.551724,0.578947,0.5,0.534483,0.578947,0.55,0.532258,0.57377,0.57377,0.55,0.457627,0.65,0.627119,0.622951,0.6,0.484848,0.461538,0.485714,0.463768,0.55,0.525424,0.542373,0.517241,0.542373,0.517241,0.542373,0.517241,0.540984,0.516667,0.566667,0.542373,0.431034,0.222222,0.22807,0.189655,0.236364,0.196429,0.246377,0.253731,0.253731,0.215385,0.222222,0.222222,0.246377,0.253731,0.246377,0.253731,0.245614,0.265625,0.215385,0.246377,0.189655,0.233333,0.3,0.533333,0.45,0.540984,0.444444,0.155172,0.439394,0.40625,0.285714,0.610169,0.318182,0.298507,0.21875,0.5625,0.492063,0.492754,0.478873,0.261538,0.517241,0.586207,0.311475,0.534483,0.603448,0.610169,0.323944,0.352113,0.215385,0.246377,0.231884,0.231884,0.231884,0.231884,0.231884,0.231884,0.3,0.3,0.273973,0.256757,0.210526,0.25,0.559322,0.474576,0.492754,0.478873,0.533333,0.45,0.540984,0.52459,0.516667,0.433333,0.231884,0.442857,0.470588,0.298507,0.387097,0.22,1,1,0.833333,0.754717,0.9375,0.9375,0.342857,0.3,0.358209
LA1014        ,0.557377,0.606557,0.606557,0.557377,0.65,0.639344,0.560606,0.515152,0.596774,0.564516,0.633333,0.65,0.616667,0.644068,0.610169,0.644068,0.610169,0.557377,0.460317,0.492063,0.583333,0.661017,0.639344,0.655738,0.655738,0.606557,0.516667,0.677419,0.629032,0.650794,0.603175,0.537313,0.492537,0.535211,0.492958,0.606557,0.557377,0.6,0.55,0.6,0.55,0.6,0.55,0.596774,0.548387,0.622951,0.57377,0.466667,0.223881,0.209677,0.174603,0.216667,0.180328,0.3,0.308824,0.308824,0.217391,0.223881,0.223881,0.3,0.308824,0.3,0.308824,0.206349,0.246377,0.217391,0.3,0.174603,0.215385,0.31746,0.515625,0.4375,0.5,0.548387,0.142857,0.428571,0.397059,0.262295,0.5625,0.352941,0.333333,0.238806,0.640625,0.546875,0.588235,0.571429,0.279412,0.5,0.564516,0.328125,0.516129,0.580645,0.5625,0.375,0.422535,0.217391,0.3,0.285714,0.285714,0.285714,0.285714,0.285714,0.285714,0.352113,0.352113,0.342466,0.324324,0.193548,0.229508,0.539683,0.460317,0.588235,0.571429,0.515625,0.4375,0.5,0.484848,0.5,0.421875,0.285714,0.514286,0.544118,0.352941,0.378788,0.222222,0.833333,0.833333,1,0.884615,0.781818,0.781818,0.337838,0.315068,0.411765
LA1014-charge     ,0.534483,0.508197,0.508197,0.534483,0.55,0.540984,0.469697,0.492063,0.5,0.516667,0.533333,0.55,0.568965,0.542373,0.561404,0.542373,0.561404,0.483333,0.433333,0.419355,0.483333,0.559322,0.540984,0.557377,0.557377,0.586207,0.416667,0.580645,0.610169,0.555556,0.583333,0.447761,0.46875,0.450704,0.470588,0.508197,0.534483,0.5,0.526316,0.5,0.526316,0.5,0.526316,0.5,0.525424,0.52459,0.551724,0.413793,0.225806,0.232143,0.172414,0.240741,0.178571,0.268657,0.276923,0.276923,0.21875,0.225806,0.225806,0.268657,0.276923,0.268657,0.276923,0.206897,0.25,0.21875,0.268657,0.172414,0.216667,0.327586,0.444444,0.482759,0.430769,0.607143,0.137931,0.362319,0.390625,0.245614,0.492063,0.30303,0.30303,0.262295,0.546875,0.603448,0.5,0.485714,0.246154,0.526316,0.491803,0.338983,0.54386,0.508197,0.492063,0.328571,0.357143,0.21875,0.268657,0.253731,0.253731,0.253731,0.253731,0.253731,0.253731,0.304348,0.304348,0.295775,0.295775,0.192982,0.232143,0.467742,0.508772,0.5,0.485714,0.444444,0.482759,0.430769,0.415385,0.428571,0.465517,0.253731,0.449275,0.455882,0.323077,0.370968,0.25,0.754717,0.754717,0.884615,1,0.703704,0.703704,0.328571,0.267606,0.343284
LA1026-1     ,0.534483,0.559322,0.559322,0.534483,0.603448,0.59322,0.515625,0.492063,0.55,0.516667,0.614035,0.603448,0.568965,0.596491,0.561404,0.596491,0.561404,0.589286,0.508772,0.54386,0.589286,0.559322,0.540984,0.583333,0.583333,0.559322,0.465517,0.661017,0.637931,0.633333,0.610169,0.492308,0.46875,0.492754,0.470588,0.559322,0.534483,0.551724,0.526316,0.551724,0.526316,0.551724,0.526316,0.55,0.525424,0.576271,0.551724,0.438596,0.225806,0.254545,0.214286,0.240741,0.2,0.268657,0.257576,0.257576,0.238095,0.225806,0.225806,0.268657,0.257576,0.268657,0.257576,0.25,0.269841,0.238095,0.268657,0.214286,0.258621,0.327586,0.568965,0.482759,0.576271,0.47541,0.178571,0.46875,0.435484,0.290909,0.62069,0.34375,0.323077,0.241935,0.596774,0.52459,0.522388,0.507246,0.285714,0.526316,0.596491,0.316667,0.54386,0.614035,0.62069,0.347826,0.376812,0.238095,0.268657,0.253731,0.253731,0.253731,0.253731,0.253731,0.253731,0.323529,0.323529,0.295775,0.277778,0.236364,0.210526,0.596491,0.508772,0.522388,0.507246,0.568965,0.482759,0.576271,0.559322,0.551724,0.465517,0.253731,0.470588,0.5,0.30303,0.370968,0.22449,0.9375,0.9375,0.781818,0.703704,1,1,0.328571,0.304348,0.384615
LA1026-2    ,0.534483,0.559322,0.559322,0.534483,0.603448,0.59322,0.515625,0.492063,0.55,0.516667,0.614035,0.603448,0.568965,0.596491,0.561404,0.596491,0.561404,0.589286,0.508772,0.54386,0.589286,0.559322,0.540984,0.583333,0.583333,0.559322,0.465517,0.661017,0.637931,0.633333,0.610169,0.492308,0.46875,0.492754,0.470588,0.559322,0.534483,0.551724,0.526316,0.551724,0.526316,0.551724,0.526316,0.55,0.525424,0.576271,0.551724,0.438596,0.225806,0.254545,0.214286,0.240741,0.2,0.268657,0.257576,0.257576,0.238095,0.225806,0.225806,0.268657,0.257576,0.268657,0.257576,0.25,0.269841,0.238095,0.268657,0.214286,0.258621,0.327586,0.568965,0.482759,0.576271,0.47541,0.178571,0.46875,0.435484,0.290909,0.62069,0.34375,0.323077,0.241935,0.596774,0.52459,0.522388,0.507246,0.285714,0.526316,0.596491,0.316667,0.54386,0.614035,0.62069,0.347826,0.376812,0.238095,0.268657,0.253731,0.253731,0.253731,0.253731,0.253731,0.253731,0.323529,0.323529,0.295775,0.277778,0.236364,0.210526,0.596491,0.508772,0.522388,0.507246,0.568965,0.482759,0.576271,0.559322,0.551724,0.465517,0.253731,0.470588,0.5,0.30303,0.370968,0.22449,0.9375,0.9375,0.781818,0.703704,1,1,0.328571,0.304348,0.384615
Novobiocin    ,0.384615,0.367647,0.367647,0.384615,0.382353,0.376812,0.342466,0.357143,0.362319,0.373134,0.367647,0.342857,0.352941,0.352941,0.363636,0.352941,0.363636,0.363636,0.42623,0.412698,0.363636,0.367647,0.376812,0.352113,0.352113,0.367647,0.387097,0.455882,0.476923,0.455882,0.476923,0.361111,0.376812,0.316456,0.328947,0.367647,0.384615,0.338235,0.353846,0.338235,0.353846,0.338235,0.353846,0.382353,0.4,0.382353,0.4,0.383333,0.509804,0.320755,0.301887,0.36,0.34,0.457627,0.5,0.5,0.462963,0.509804,0.509804,0.457627,0.5,0.457627,0.5,0.314815,0.472727,0.462963,0.457627,0.301887,0.396226,0.368421,0.352941,0.338462,0.342857,0.338235,0.240741,0.439394,0.40625,0.411765,0.41791,0.42623,0.45,0.344828,0.351351,0.342857,0.355263,0.381579,0.413793,0.396825,0.415385,0.290323,0.412698,0.430769,0.41791,0.446154,0.432836,0.462963,0.457627,0.440678,0.440678,0.440678,0.440678,0.440678,0.440678,0.491803,0.491803,0.52459,0.55,0.301887,0.320755,0.352941,0.338462,0.355263,0.381579,0.352941,0.338462,0.342857,0.309859,0.318841,0.30303,0.416667,0.383562,0.369863,0.673077,0.653846,0.270833,0.342857,0.342857,0.337838,0.328571,0.328571,0.328571,1,0.338235,0.28169
ZINC06648713-1,0.359375,0.363636,0.363636,0.359375,0.4,0.415385,0.439394,0.4375,0.378788,0.390625,0.384615,0.4,0.390625,0.390625,0.380952,0.390625,0.380952,0.359375,0.354839,0.34375,0.380952,0.384615,0.393939,0.38806,0.38806,0.384615,0.383333,0.352113,0.347826,0.352113,0.347826,0.41791,0.415385,0.507463,0.507692,0.363636,0.359375,0.333333,0.328125,0.333333,0.328125,0.333333,0.328125,0.358209,0.353846,0.358209,0.353846,0.509434,0.345455,0.313726,0.346939,0.326531,0.361702,0.360656,0.372881,0.372881,0.333333,0.345455,0.345455,0.360656,0.372881,0.360656,0.372881,0.416667,0.392857,0.333333,0.360656,0.346939,0.314815,0.339286,0.390625,0.354839,0.421875,0.396825,0.306122,0.352941,0.338462,0.38,0.460317,0.354839,0.354839,0.293103,0.447761,0.4,0.388889,0.39726,0.338983,0.393443,0.435484,0.327586,0.387097,0.428571,0.460317,0.358209,0.38806,0.333333,0.360656,0.366667,0.366667,0.366667,0.366667,0.366667,0.366667,0.375,0.375,0.363636,0.363636,0.346939,0.34,0.390625,0.354839,0.388889,0.39726,0.390625,0.354839,0.421875,0.40625,0.375,0.33871,0.344262,0.361111,0.366197,0.377049,0.383333,0.183673,0.3,0.3,0.315068,0.267606,0.304348,0.304348,0.338235,1,0.660377
